"cargo","ciudad","link","empresa","fpublicacion"
"Ejecutivo(a) Call Center","Providencia","http://www.trabajando.cl/empleos/ofertas/2685069/Ejecutivo_a_Call_Center.html","Prestigiosa Constructora Inmobiliaria","28-08-2015"
"Supervisor de Servicios TI.","Santiago Centro.","http://www.trabajando.cl/empleos/ofertas/2627524/Supervisor_de_Servicios_TI.html","Ingeniería Informática Kibernum S.A.","10-07-2015"
"Jefe Turno - Pirque","Pirque / Lo Espejo","http://www.trabajando.cl/empleos/ofertas/2585666/Jefe_Turno_Pirque.html","CONSULTORA BUSINESS PARTNERS LIMITADA","28-08-2015"
"Supervisor de Operaciones SAP e ISERIES IBM Disp Inmediata Por Proyecto","Providencia, Santiago.","http://www.trabajando.cl/empleos/ofertas/2667716/Supervisor_de_Operaciones_SAP_e_ISERIES_IBM_Disp_Inmediata_Por_Proyecto.html","Ingeniería Informática Kibernum S.A.","21-08-2015"
"Jefe Producción Empresa Vitivinícola","Macul","http://www.trabajando.cl/empleos/ofertas/2583995/Jefe_Produccion_Empresa_Vitivinicola.html","Importante Empresa","31-08-2015"
"Jefe de Taller (Colina)","Colina","http://www.trabajando.cl/empleos/ofertas/2693395/Jefe_de_Taller_Colina.html","MANDOMEDIO.COM S.A.","31-08-2015"
"Técnico Electrónico o Técnico Eléctrico","serena","http://www.trabajando.cl/empleos/ofertas/2688966/Tecnico_Electronico_o_Tecnico_Electrico.html","Del Pino Ingenieros","31-08-2015"
"Jefe de area productiva","planta zona sur,  san bernardo / calera de tango","http://www.trabajando.cl/empleos/ofertas/2688732/Jefe_de_area_productiva.html","Sólida y conocida empresa mediana agroindustrial alimenticia","31-08-2015"
"Empresa de Combustibles Requiere Ejecutivo Front Office - Huechuraba","Huechuraba","http://www.trabajando.cl/empleos/ofertas/1730838/Empresa_de_Combustibles_Requiere_Ejecutivo_Front_Office_Huechuraba.html","Selectiva Ltda.","31-08-2015"
"Ejecutivo de Telecobro","Quilicura","http://www.trabajando.cl/empleos/ofertas/2657015/Ejecutivo_de_Telecobro.html","Empresa Multinacional","31-08-2015"
"Ejecutivos Atención Cliente Full Time- Florida Center ( Reemplazo )","Florida","http://www.trabajando.cl/empleos/ofertas/2689563/Ejecutivos_Atencion_Cliente_Full_Time_Florida_Center_Reemplazo.html","Manpower","31-08-2015"
"Psicólogo Organizacional/ Osorno","Guillermo Bulher 1756","http://www.trabajando.cl/empleos/ofertas/2688349/Psicologo_Organizacional_Osorno.html","Empresa de Servicios","31-08-2015"
"Pañolero Construcción Estación Central","Estación Central","http://www.trabajando.cl/empleos/ofertas/2680713/Panolero_Construccion_Estacion_Central.html","Constructora","27-08-2015"
"KAM - Telefonía","Santiago","http://www.trabajando.cl/empleos/ofertas/2621638/KAM_Telefonia.html","PUNTOPERSONAL","28-08-2015"
"Contadores (Líder de equipo)","Las Condes","http://www.trabajando.cl/empleos/ofertas/2689827/Contadores_Lider_de_equipo.html","KPMG","31-08-2015"
"Ejecutivos de Cuentas para importante Institución Bancaria","Santiago","http://www.trabajando.cl/empleos/ofertas/2691523/Ejecutivos_de_Cuentas_para_importante_Institucion_Bancaria.html","Exprochile S.A","31-08-2015"
"Guardias de Seguridad","Obras RM","http://www.trabajando.cl/empleos/ofertas/2464452/Guardias_de_Seguridad.html","Importante empresa del rubro Inmobiliario, Requiere Guardias de Seguridad.","31-08-2015"
"Guardias de Seguridad","Buin","http://www.trabajando.cl/empleos/ofertas/2682587/Guardias_de_Seguridad.html","Importante empresa del Rubro de la Construcción, Requiere Guardias de Seguridad","31-08-2015"
"ANALISTA DE SELECCIÓN Y D.O","ANTOFAGASTA","http://www.trabajando.cl/empleos/ofertas/2688242/ANALISTA_DE_SELECCION_Y_D_O.html","ENJOY ANTOFAGASTA","31-08-2015"
"Representante Comercial Zonal / Promotor de Ventas","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2686878/Representante_Comercial_Zonal_Promotor_de_Ventas.html","Importante Multinacional","31-08-2015"
"Conductores Part Time - San Joaquín","San Joaquín","http://www.trabajando.cl/empleos/ofertas/2686269/Conductores_Part_Time_San_Joaquin.html","ADECCO STGO SUR","31-08-2015"
"Jefe de Terreno con experiencia en Constructoras- Antofagasta.","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2688144/Jefe_de_Terreno_con_experiencia_en_Constructoras_Antofagasta.html","Consultora Forehunters S.A","31-08-2015"
"Guardia de seguridad","Concepción","http://www.trabajando.cl/empleos/ofertas/2687032/Guardia_de_seguridad.html","Johnson Concepción","31-08-2015"
"INGENIERO ELECTRICO BILINGUE (EXCLUYENTE)","RENCA","http://www.trabajando.cl/empleos/ofertas/2690365/INGENIERO_ELECTRICO_BILINGUE_EXCLUYENTE.html","ACTIVOS CHILE","31-08-2015"
"INGENIERO CIVIL, ING CIVIL INDUSTRIAL. INGENIERO COMERCIAL. STGO.(CG)","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2689223/INGENIERO_CIVIL_ING_CIVIL_INDUSTRIAL_INGENIERO_COMERCIAL_STGO_CG.html","CONSULTORA","31-08-2015"
"Práctica Profesional Ingeniero","Las Condes","http://www.trabajando.cl/empleos/ofertas/2685707/Practica_Profesional_Ingeniero.html","COCHA","31-08-2015"
"(Mf 897)Asistente Dae - Vespertino - Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2687781/Mf_897_Asistente_Dae_Vespertino_Santiago.html","Importante Institución de Educación Superior","31-08-2015"
"Desarrollador JAVA","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2687748/Desarrollador_JAVA.html","Anticipa S.A.","31-08-2015"
"Ejecutivo Comercial /Call Center/ Turnos Rotativos","Santiago","http://www.trabajando.cl/empleos/ofertas/2591689/Ejecutivo_Comercial_Call_Center_Turnos_Rotativos.html","ECR Group","28-08-2015"
"ASESOR GRANDES TIENDAS PARA TELECOMUNICACIONES/SANTIAGO","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2682086/ASESOR_GRANDES_TIENDAS_PARA_TELECOMUNICACIONES_SANTIAGO.html","ECR GROUP","26-08-2015"
"Ejecutivo (a) de Televentas","Huechuraba","http://www.trabajando.cl/empleos/ofertas/2670300/Ejecutivo_a_de_Televentas.html","Empresa Multinacional Bestway/Rentokil-Initial","28-08-2015"
"EJECUTIVO CUENTAS CORRIENTES","Providencia","http://www.trabajando.cl/empleos/ofertas/2650450/EJECUTIVO_CUENTAS_CORRIENTES.html","Havas Media Group","06-08-2015"
"Ejecutivo de Negocio (Periodista)","Santiago","http://www.trabajando.cl/empleos/ofertas/2636386/Ejecutivo_de_Negocio_Periodista.html","Importante Empresa de Rubro Financiero","07-08-2015"
"GESTOR DE CAPACITACION SANTIAGO","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2685591/GESTOR_DE_CAPACITACION_SANTIAGO.html","ECR GROUP","31-08-2015"
". Mecánico Primera En Grúas Horquillas","5 de Abril 5757 Estacion Central","http://www.trabajando.cl/empleos/ofertas/2687907/Mecanico_Primera_En_Gruas_Horquillas.html","Mecanico","31-08-2015"
"INGENIERO CIVIL -- RM","Por Definir","http://www.trabajando.cl/empleos/ofertas/2690831/INGENIERO_CIVIL_RM.html","Ingelog S.A.","31-08-2015"
"Recepcionista de terreno para Taller de Camiones","San Bernardo","http://www.trabajando.cl/empleos/ofertas/2689362/Recepcionista_de_terreno_para_Taller_de_Camiones.html","Importante empresa de gestión de residuos","31-08-2015"
"(8.14) Téc. en Construcción - Supervisor de Redes","Quilpué, Villa Alemana.","http://www.trabajando.cl/empleos/ofertas/2690899/8_14_Tec_en_Construccion_Supervisor_de_Redes.html","ESVAL S.A.","31-08-2015"
"Ejecutivo de ventas","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2688860/Ejecutivo_de_ventas.html","Instito de Idiomas en el extranjero","31-08-2015"
"Encargada Bienestar y Beneficios","Mejillones","http://www.trabajando.cl/empleos/ofertas/2668360/Encargada_Bienestar_y_Beneficios.html","Enaex","20-08-2015"
"EJECUTIVO DESARROLLO NEGOCIOS - ANTOFAGASTA","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2525805/EJECUTIVO_DESARROLLO_NEGOCIOS_ANTOFAGASTA.html","salfa","31-08-2015"
"Práctica Turismo (Cód. HR Pudahuel)","Enea, Pudahuel","http://www.trabajando.cl/empleos/ofertas/2618570/Practica_Turismo_Cod_HR_Pudahuel.html","Importante Empresa de Turismo","17-08-2015"
"Práctica Turismo (Cód. HRP-LC)","Las Condes","http://www.trabajando.cl/empleos/ofertas/2627650/Practica_Turismo_Cod_HRP_LC.html","Importante Empresa de Turismo","17-08-2015"
"Ejecutivo Comercial Factoring (Antofagasta)","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2396878/Ejecutivo_Comercial_Factoring_Antofagasta.html","Servicios Financieros","20-08-2015"
"Práctica Técnico en Turismo","Edificio Lantours","http://www.trabajando.cl/empleos/ofertas/2692711/Practica_Tecnico_en_Turismo.html","LATAM","31-08-2015"
"Auxiliar de Parvulo","Las Condes","http://www.trabajando.cl/empleos/ofertas/2498169/Auxiliar_de_Parvulo.html","Xinergia","31-08-2015"
"Ingeniero de proyectos","Las Condes","http://www.trabajando.cl/empleos/ofertas/2693284/Ingeniero_de_proyectos.html","Ingeniero de proyectos","31-08-2015"
"INGENIERO DE PROYECTOS","Las Condes","http://www.trabajando.cl/empleos/ofertas/2687954/INGENIERO_DE_PROYECTOS.html","VTR Global Com S.A.","31-08-2015"
"INGENIERO DE PROYECTOS","Las Condes","http://www.trabajando.cl/empleos/ofertas/2685009/INGENIERO_DE_PROYECTOS.html","VTR Global Com S.A.","31-08-2015"
"ASISTENTE ATENCION DE MENORES (PTE ALTO)","Puente Alto","http://www.trabajando.cl/empleos/ofertas/2693450/ASISTENTE_ATENCION_DE_MENORES_PTE_ALTO.html","Fundación Social","31-08-2015"
"Asistente de Gerencia","Santiago Centro","http://www.trabajando.cl/empleos/ofertas/2673902/Asistente_de_Gerencia.html","Institución de Educación Superior","31-08-2015"
"Analista de Personas","Mejillones","http://www.trabajando.cl/empleos/ofertas/2680498/Analista_de_Personas.html","Importante Empresa","25-08-2015"
"Jefe Programa CEAM Quilpue","Quilpue","http://www.trabajando.cl/empleos/ofertas/2667857/Jefe_Programa_CEAM_Quilpue.html","Hogar de Cristo","28-08-2015"
"Mecánico de Maquinaria Pesada, con experiencia en Camiones para Turno (Quilicura)","Quilicura","http://www.trabajando.cl/empleos/ofertas/2396397/Mecanico_de_Maquinaria_Pesada_con_experiencia_en_Camiones_para_Turno_Quilicura.html","Mandomedio Técnicos y Administrativos","28-08-2015"
"Encargado de Infraestructura - Proyecto Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2669783/Encargado_de_Infraestructura_Proyecto_Santiago.html","Gestión Integral de Proyectos","20-08-2015"
"(8.16) Técnico Macro-medición de Caudales - Tec. Electrónico, Mantenimiento Industrial, Electromecánico, Mecánico Eléctrico.","Valparaíso","http://www.trabajando.cl/empleos/ofertas/2693326/8_16_Tecnico_Macro_medicion_de_Caudales_Tec_Electronico_Mantenimiento_Industrial_Electromecanico_Mecanico_Electrico.html","ESVAL S.A.","31-08-2015"
"Técnico C","Quilicura","http://www.trabajando.cl/empleos/ofertas/2683687/Tecnico_C.html","Komatsu Cummins Chile Ltda","31-08-2015"
"INGENIERO CIVIL MECANICO -- RM","Por Definir","http://www.trabajando.cl/empleos/ofertas/2690838/INGENIERO_CIVIL_MECANICO_RM.html","Ingelog S.A.","28-08-2015"
"ENCARGADO DE CONTRATOS -- RM","Por Definir","http://www.trabajando.cl/empleos/ofertas/2690825/ENCARGADO_DE_CONTRATOS_RM.html","Ingelog S.A.","31-08-2015"
"Relator Capacitaciones","A convenir","http://www.trabajando.cl/empleos/ofertas/2417505/Relator_Capacitaciones.html","Selectiva Capacitación Ltda.","21-08-2015"
"TÉCNICO MECÁNICO TERRENO - PAINE","PAINE","http://www.trabajando.cl/empleos/ofertas/2359167/TECNICO_MECANICO_TERRENO_PAINE.html","Salinas y Fabres S.A.","31-08-2015"
"MASOTERAPEUTA EN SILLA","santiago","http://www.trabajando.cl/empleos/ofertas/2393473/MASOTERAPEUTA_EN_SILLA.html","SELECTIVA S.A","21-08-2015"
"Analista de Seguimiento de Modelos","Huechuraba","http://www.trabajando.cl/empleos/ofertas/2688907/Analista_de_Seguimiento_de_Modelos.html","Walmart Chile","31-08-2015"
"Manicurista","santiago","http://www.trabajando.cl/empleos/ofertas/2321223/Manicurista.html","SELECTIVA S.A","21-08-2015"
"Analista en Terreno para RR.HH II Región","Antofagasta","http://www.trabajando.cl/empleos/ofertas/2684829/Analista_en_Terreno_para_RR_HH_II_Region.html","Confidencial","27-08-2015"
"Analista de Negocios","Santiago","http://www.trabajando.cl/empleos/ofertas/2687094/Analista_de_Negocios.html","Ingeniería Informática Kibernum S.A.","31-08-2015"
"EJECUTIVO NEGOCIOS ESPECIALISTA ARICA - IQUIQUE","ARICA - IQUIQUE","http://www.trabajando.cl/empleos/ofertas/2688428/EJECUTIVO_NEGOCIOS_ESPECIALISTA_ARICA_IQUIQUE.html","IMPORTANTE EMPRESA DE TELECOMUNICACIONES","31-08-2015"
"Asistente Adulto Mayor, Valparaiso","Valparaiso","http://www.trabajando.cl/empleos/ofertas/2379170/Asistente_Adulto_Mayor_Valparaiso.html","Hogar de Cristo","28-08-2015"
"Modelador BIM / Santiago","Santiago","http://www.trabajando.cl/empleos/ofertas/2686520/Modelador_BIM_Santiago.html","Gestión integral de Proyectos","31-08-2015"
"Jefe UTP","San Fernando","http://www.trabajando.cl/empleos/ofertas/2685182/Jefe_UTP.html","COMEDUC","31-08-2015"
"Práctica Administrativa","Las Condes","http://www.trabajando.cl/empleos/ofertas/2686919/Practica_Administrativa.html","CCU","31-08-2015"
"Project Management Coordinator","Ciudad Empresarial Huechuraba","http://www.trabajando.cl/empleos/ofertas/2690496/Project_Management_Coordinator.html","Experian Services Chile S.A","31-08-2015"
"Encargado de Visual - Copiapo","Bernardo O Higgins 480","http://www.trabajando.cl/empleos/ofertas/2686398/Encargado_de_Visual_Copiapo.html","Fashion´s Park","31-08-2015"
"Supervisor Operaciones Lo Barnechea","Lo Barnechea","http://www.trabajando.cl/empleos/ofertas/2690504/Supervisor_Operaciones_Lo_Barnechea.html","Importante Empresa","31-08-2015"
"Analista de Operaciones/ 600.000","Santiago","http://www.trabajando.cl/empleos/ofertas/2670802/Analista_de_Operaciones_600_000.html","Servicios Generales","31-08-2015"
"Pañolero - Lampa","Comuna de Lampa","http://www.trabajando.cl/empleos/ofertas/2691468/Panolero_Lampa.html","Adecco Poniente Q","31-08-2015"
"Analista de Operaciones/ Stgo Centro","Santiago","http://www.trabajando.cl/empleos/ofertas/2668934/Analista_de_Operaciones_Stgo_Centro.html","Servicios Generales","31-08-2015"
"Ingeniero Eléctrico (Supervisor)","Santiago","http://www.trabajando.cl/empleos/ofertas/2685612/Ingeniero_Electrico_Supervisor.html","Multinacional","31-08-2015"
"Supervisor de Mantención","Santiago","http://www.trabajando.cl/empleos/ofertas/2685601/Supervisor_de_Mantencion.html","Multinacional","31-08-2015"
"Operador de Hornos y Batch House","Padre Hurtado","http://www.trabajando.cl/empleos/ofertas/2687493/Operador_de_Hornos_y_Batch_House.html","Cristalerias de Chile S.A","31-08-2015"
"Analista de Comisiones","Rosas / Cumming","http://www.trabajando.cl/empleos/ofertas/2693390/Analista_de_Comisiones.html","Wom","31-08-2015"
"Analista Contable","Padre Hurtado","http://www.trabajando.cl/empleos/ofertas/2686247/Analista_Contable.html","BVM Consultores","31-08-2015"
"Analista de Terorería","Las Condes","http://www.trabajando.cl/empleos/ofertas/2660794/Analista_de_Teroreria.html","Empresa Líder En Rubro Naviero","31-08-2015"
"Directora Jardín Infantil","Rancagua","http://www.trabajando.cl/empleos/ofertas/2555187/Directora_Jardin_Infantil.html","Jardín Infantil y Sala Cuna","24-08-2015"
"Instaladores y/o Contratistas","Providencia","http://www.trabajando.cl/empleos/ofertas/2361896/Instaladores_y_o_Contratistas.html","AGUAMARKET CIA LTDA","31-08-2015"
"Encargado Prevención de Riesgos","Santiago","http://www.trabajando.cl/empleos/ofertas/2685624/Encargado_Prevencion_de_Riesgos.html","Multinacional","31-08-2015"
"Directora Jardín Infantil Rancagua","Rancagua","http://www.trabajando.cl/empleos/ofertas/2684159/Directora_Jardin_Infantil_Rancagua.html","Prestigioso Jardín","28-08-2015"
"Supervisor de Limpieza","Santiago","http://www.trabajando.cl/empleos/ofertas/2636159/Supervisor_de_Limpieza.html","servicios","31-08-2015"
"Soporte Técnico TI","Las Condes","http://www.trabajando.cl/empleos/ofertas/2560507/Soporte_Tecnico_TI.html","Importante Empresa","31-08-2015"
"Asistente de Informática","Colina","http://www.trabajando.cl/empleos/ofertas/2678950/Asistente_de_Informatica.html","ALS","25-08-2015"
"Técnico de Soporte - Maipú","San Miguel","http://www.trabajando.cl/empleos/ofertas/1918354/Tecnico_de_Soporte_Maipu.html","Importante Empresa de Retail","31-08-2015"
"PRACTICA PARA DEPTO RRHH","HUECHURABA","http://www.trabajando.cl/empleos/ofertas/2686435/PRACTICA_PARA_DEPTO_RRHH.html","RIPLEY PLAZA NORTE","31-08-2015"
"Práctica Técnico en Administración de Empresas","Ñuñoa","http://www.trabajando.cl/empleos/ofertas/2381999/Practica_Tecnico_en_Administracion_de_Empresas.html","Contenido Reservado","31-08-2015"
"Encargado de Servicio al Cliente","Las Condes","http://www.trabajando.cl/empleos/ofertas/2646967/Encargado_de_Servicio_al_Cliente.html","Cornershop","30-07-2015"
"Ejecutivo  atención clientes facturación","Las Condes","http://www.trabajando.cl/empleos/ofertas/2474367/Ejecutivo_atencion_clientes_facturacion.html","EPrestigiosa  compañía  de servicios","20-08-2015"
"Experto en Prevención de Riesgos","Providencia","http://www.trabajando.cl/empleos/ofertas/2682192/Experto_en_Prevencion_de_Riesgos.html","Importante Emplesa Multinaciones Requiere","25-08-2015"
"Coordinador de Flota Maipu","Maipu","http://www.trabajando.cl/empleos/ofertas/2631294/Coordinador_de_Flota_Maipu.html","transporte","31-08-2015"
"OPERADOR DE CALDERAS","Nos, San Bernardo","http://www.trabajando.cl/empleos/ofertas/2661275/OPERADOR_DE_CALDERAS.html","CAROZZI REQUIERE","31-08-2015"
"Electricista en Montaje","Las Condes","http://www.trabajando.cl/empleos/ofertas/2643049/Electricista_en_Montaje.html","Importante Empresa Líder en su Rubro","24-08-2015"
"CONSTRUCTOR CIVIL","SANTIAGO","http://www.trabajando.cl/empleos/ofertas/2686854/CONSTRUCTOR_CIVIL.html","CONSTRUCTORA","27-08-2015"
"Especialista Eficiencia energética / VIII Región","Bio Bio","http://www.trabajando.cl/empleos/ofertas/2666573/Especialista_Eficiencia_energetica_VIII_Region.html","Gestión integral de Proyectos","19-08-2015"
"ASISTENTE DE GERENCIA GENERAL","Ciudad Empresarial, Huechuraba","http://www.trabajando.cl/empleos/ofertas/2689307/ASISTENTE_DE_GERENCIA_GENERAL.html","XEROX DE CHILE S.A.","31-08-2015"
"Analista de Compras","Las condes","http://www.trabajando.cl/empleos/ofertas/2634782/Analista_de_Compras.html","KPMG Auditores Consultores Ltda.","20-07-2015"
